p	q	r	Mag Yaw
-0.40	-0.23	1.15	24.33
-0.41	-0.23	1.11	24.32
-0.41	-0.22	1.09	24.31
-0.40	-0.20	0.94	24.31
-0.40	-0.19	0.85	24.31
-0.40	-0.18	0.79	24.31
-0.40	-0.17	0.76	24.30
-0.40	-0.17	0.73	24.30
-0.37	-0.11	0.67	24.30
-0.36	-0.08	0.63	24.30
-0.34	-0.06	0.60	24.30
-0.34	-0.04	0.58	24.30
-0.33	-0.04	0.57	24.30
-0.31	0.00	0.50	24.30
-0.30	0.03	0.46	24.30
-0.29	0.04	0.43	24.30
-0.28	0.05	0.41	24.30
-0.28	0.06	0.40	24.30
-0.28	0.06	0.39	24.30
-0.25	0.06	0.31	24.30
-0.23	0.06	0.26	24.30
-0.22	0.06	0.22	24.30
-0.21	0.06	0.20	24.30
-0.21	0.06	0.18	24.30
-0.18	0.07	0.10	23.27
-0.16	0.09	0.05	22.62
-0.14	0.09	0.02	22.20
-0.13	0.10	-0.00	21.93
-0.13	0.10	-0.02	21.76
-0.10	0.19	-0.09	21.65
-0.08	0.25	-0.13	21.57
-0.06	0.29	-0.16	21.53
-0.05	0.32	-0.18	21.50
-0.05	0.33	-0.19	21.48
-0.05	0.34	-0.20	21.46
-0.04	0.39	-0.19	21.45
-0.03	0.42	-0.18	21.45
-0.03	0.43	-0.18	21.45
-0.03	0.45	-0.17	21.44
-0.03	0.45	-0.17	21.44
-0.01	0.45	-0.19	21.44
-0.00	0.45	-0.21	21.44
0.00	0.45	-0.22	21.44
0.01	0.45	-0.23	21.44
0.01	0.45	-0.23	21.44
0.02	0.38	-0.27	21.44
0.03	0.33	-0.29	21.44
0.03	0.30	-0.31	21.44
0.04	0.28	-0.32	21.44
0.04	0.26	-0.33	21.44
0.04	0.26	-0.33	21.44
0.08	0.21	-0.44	21.44
0.11	0.18	-0.51	21.44
0.13	0.16	-0.55	21.44
0.15	0.14	-0.58	21.44
0.15	0.14	-0.60	21.44
0.19	0.10	-0.78	21.72
0.21	0.07	-0.90	21.90
0.23	0.05	-0.98	22.02
0.24	0.04	-1.03	22.11
0.24	0.04	-1.06	22.16
0.19	0.00	-1.21	22.19
0.15	-0.02	-1.31	22.22
0.13	-0.04	-1.37	22.23
0.12	-0.05	-1.41	22.24
0.11	-0.06	-1.44	22.25
0.08	-0.08	-1.44	22.25
0.06	-0.09	-1.45	22.25
0.05	-0.10	-1.45	22.26
0.05	-0.10	-1.45	22.26
0.04	-0.11	-1.45	22.26
0.04	-0.11	-1.45	22.26
0.03	-0.05	-1.44	22.26
0.03	-0.01	-1.44	22.26
0.03	0.02	-1.43	22.26
0.03	0.03	-1.43	22.26
0.03	0.04	-1.43	22.26
-0.02	0.14	-1.54	22.26
-0.05	0.20	-1.61	22.26
-0.07	0.24	-1.66	22.26
-0.08	0.26	-1.69	22.26
-0.09	0.28	-1.71	22.26
-0.15	0.35	-1.97	22.26
-0.20	0.39	-2.14	22.26
-0.22	0.42	-2.26	22.26
-0.24	0.44	-2.33	22.26
-0.25	0.45	-2.38	22.26
-0.26	0.46	-2.41	22.26
-0.27	0.39	-2.65	24.69
-0.27	0.35	-2.81	26.54
-0.28	0.33	-2.91	27.87
-0.28	0.31	-2.97	28.81
-0.28	0.30	-3.02	29.44
-0.24	0.15	-3.23	29.87
-0.21	0.05	-3.37	30.15
-0.19	-0.01	-3.46	30.34
-0.18	-0.06	-3.52	30.46
-0.17	-0.08	-3.56	30.54
-0.11	-0.21	-3.50	30.59
-0.07	-0.29	-3.46	30.62
-0.05	-0.35	-3.43	30.65
-0.03	-0.38	-3.41	30.66
-0.02	-0.41	-3.40	30.67
0.04	-0.41	-3.22	30.68
0.08	-0.42	-3.11	30.68
0.10	-0.42	-3.03	30.68
0.12	-0.42	-2.99	30.68
0.13	-0.42	-2.95	30.68
0.14	-0.42	-2.93	30.69
0.08	-0.27	-3.03	30.69
0.05	-0.16	-3.10	30.69
0.02	-0.09	-3.14	30.69
0.01	-0.05	-3.17	30.69
-0.00	-0.02	-3.19	30.69
-0.09	0.08	-3.34	30.69
-0.15	0.14	-3.43	30.69
-0.19	0.18	-3.49	30.69
-0.21	0.21	-3.53	30.69
-0.23	0.23	-3.56	30.69
-0.24	0.23	-3.68	30.69
-0.25	0.24	-3.75	30.69
-0.25	0.24	-3.80	30.69
-0.25	0.24	-3.84	30.69
-0.25	0.24	-3.86	30.69
-0.25	0.24	-3.87	30.69
-0.24	0.33	-3.87	37.81
-0.23	0.39	-3.87	45.06
-0.22	0.43	-3.87	51.61
-0.21	0.45	-3.87	56.94
-0.21	0.47	-3.87	60.94
-0.19	0.56	-3.52	63.80
-0.17	0.61	-3.29	65.77
-0.16	0.65	-3.15	67.10
-0.16	0.68	-3.05	67.98
-0.15	0.69	-2.99	68.56
-0.18	0.70	-2.50	68.94
-0.19	0.71	-2.19	69.19
-0.20	0.71	-1.98	69.36
-0.21	0.71	-1.85	69.46
-0.22	0.72	-1.76	69.53
-0.22	0.72	-1.70	69.58
-0.23	0.54	-1.16	69.61
-0.23	0.43	-0.81	69.63
-0.23	0.35	-0.58	69.64
-0.23	0.30	-0.43	69.65
-0.23	0.27	-0.33	69.65
-0.25	0.25	0.00	69.65
-0.26	0.23	0.22	69.66
-0.26	0.22	0.36	69.66
-0.27	0.21	0.45	69.66
-0.27	0.20	0.51	69.66
-0.17	0.19	0.75	69.66
-0.10	0.18	0.90	69.66
-0.06	0.17	1.00	69.66
-0.03	0.16	1.07	69.66
-0.01	0.16	1.11	69.66
0.05	0.06	1.23	81.74
0.09	0.00	1.30	90.51
0.11	-0.04	1.35	96.41
0.13	-0.07	1.38	100.25
0.14	-0.08	1.40	102.74
0.14	-0.09	1.42	104.35
0.11	-0.30	1.46	105.39
0.08	-0.44	1.48	106.06
0.07	-0.53	1.50	106.50
0.06	-0.58	1.51	106.78
0.05	-0.62	1.52	106.96
0.01	-0.71	1.48	107.08
-0.02	-0.77	1.46	107.16
-0.04	-0.81	1.44	107.21
-0.05	-0.84	1.43	107.24
-0.06	-0.85	1.43	107.26
-0.10	-0.83	1.30	107.28
-0.13	-0.82	1.22	107.29
-0.14	-0.81	1.17	107.29
-0.15	-0.80	1.13	107.30
-0.16	-0.80	1.11	107.30
-0.14	-0.75	0.99	107.30
-0.13	-0.72	0.91	107.30
-0.13	-0.69	0.85	107.30
-0.12	-0.68	0.82	107.30
-0.12	-0.67	0.80	107.30
-0.07	-0.64	0.72	107.30
-0.04	-0.62	0.66	107.30
-0.01	-0.60	0.63	107.30
0.00	-0.59	0.61	107.30
0.01	-0.59	0.59	107.30
0.02	-0.58	0.58	107.30
0.04	-0.65	0.60	92.08
0.06	-0.69	0.61	82.73
0.07	-0.72	0.61	77.12
0.08	-0.74	0.62	73.72
0.09	-0.75	0.62	71.62
0.11	-0.78	0.64	70.30
0.13	-0.80	0.65	69.46
0.14	-0.81	0.65	68.92
0.15	-0.82	0.66	68.57
0.15	-0.82	0.66	68.35
0.16	-0.79	0.63	68.20
0.16	-0.76	0.61	68.11
0.16	-0.74	0.60	68.05
0.16	-0.73	0.59	68.01
0.16	-0.73	0.59	67.98
0.16	-0.72	0.58	67.97
0.13	-0.67	0.50	67.96
0.12	-0.63	0.44	67.95
0.10	-0.60	0.40	67.94
0.10	-0.59	0.38	67.94
0.09	-0.58	0.36	67.94
0.07	-0.55	0.29	67.94
0.05	-0.52	0.24	67.94
0.04	-0.51	0.21	67.94
0.03	-0.50	0.19	67.94
0.03	-0.50	0.18	67.94
0.02	-0.46	0.12	67.94
0.02	-0.43	0.09	67.94
0.02	-0.41	0.07	67.94
0.01	-0.40	0.05	67.94
0.01	-0.39	0.04	67.94
0.04	-0.40	0.05	67.94
0.06	-0.41	0.05	58.96
0.07	-0.41	0.06	54.03
0.07	-0.42	0.06	51.16
0.08	-0.42	0.06	49.43
0.08	-0.42	0.06	48.36
0.09	-0.41	0.08	47.69
0.10	-0.40	0.09	47.26
0.11	-0.40	0.09	46.99
0.11	-0.40	0.10	46.81
0.11	-0.40	0.10	46.69
0.12	-0.34	0.09	46.62
0.12	-0.30	0.09	46.57
0.12	-0.27	0.08	46.54
0.12	-0.25	0.08	46.52
0.12	-0.24	0.08	46.51
0.12	-0.20	0.05	46.50
0.12	-0.16	0.02	46.49
0.12	-0.14	0.01	46.49
0.12	-0.13	0.00	46.49
0.12	-0.12	-0.00	46.49
0.12	-0.12	-0.01	46.49
0.10	-0.11	-0.05	46.48
0.09	-0.10	-0.07	46.48
0.09	-0.09	-0.09	46.48
0.08	-0.09	-0.10	46.48
0.08	-0.09	-0.10	46.48
0.11	-0.11	-0.12	46.48
0.12	-0.12	-0.13	46.48
0.13	-0.13	-0.14	46.48
0.14	-0.14	-0.14	46.48
0.15	-0.14	-0.14	46.48
0.17	-0.17	-0.14	46.48
0.19	-0.18	-0.14	46.48
0.20	-0.19	-0.14	46.48
0.21	-0.20	-0.14	46.48
0.22	-0.21	-0.14	46.48
0.22	-0.21	-0.13	46.48
0.22	-0.20	-0.13	45.20
0.21	-0.20	-0.12	44.42
0.21	-0.20	-0.12	43.92
0.21	-0.20	-0.12	43.61
0.21	-0.20	-0.12	43.41
0.21	-0.18	-0.10	43.28
0.21	-0.16	-0.09	43.20
0.20	-0.15	-0.09	43.14
0.20	-0.15	-0.08	43.11
0.20	-0.14	-0.08	43.09
0.23	-0.13	-0.06	43.07
0.25	-0.13	-0.05	43.06
0.26	-0.13	-0.05	43.05
0.27	-0.12	-0.04	43.05
0.27	-0.12	-0.04	43.05
0.28	-0.12	-0.04	43.05
0.30	-0.13	-0.04	43.05
0.31	-0.14	-0.05	43.04
0.32	-0.14	-0.05	43.04
0.32	-0.14	-0.05	43.04
0.33	-0.14	-0.05	43.04
0.23	-0.08	-0.13	43.04
0.17	-0.04	-0.19	43.04
0.13	-0.01	-0.23	43.04
0.11	0.01	-0.25	43.04
0.09	0.02	-0.26	43.04
-0.09	0.03	-0.30	43.04
-0.21	0.04	-0.33	43.04
-0.29	0.04	-0.35	43.04
-0.34	0.04	-0.36	43.04
-0.37	0.04	-0.37	43.04
-0.39	0.04	-0.37	43.04
-0.34	0.07	-0.33	44.52
-0.31	0.09	-0.31	45.54
-0.29	0.10	-0.29	46.23
-0.28	0.10	-0.28	46.69
-0.27	0.11	-0.28	46.99
-0.13	0.05	-0.19	47.19
-0.03	0.02	-0.14	47.32
0.03	-0.01	-0.10	47.41
0.07	-0.02	-0.08	47.46
0.10	-0.03	-0.06	47.50
0.11	-0.07	-0.04	47.52
0.12	-0.09	-0.02	47.54
0.12	-0.11	-0.01	47.55
0.12	-0.12	-0.00	47.55
0.13	-0.12	0.00	47.56
0.13	-0.13	0.00	47.56
-0.03	-0.13	-0.07	47.56
-0.13	-0.13	-0.12	47.56
-0.20	-0.14	-0.15	47.56
-0.24	-0.14	-0.17	47.56
-0.27	-0.14	-0.18	47.56
-0.34	-0.12	-0.19	47.56
-0.39	-0.11	-0.20	47.56
-0.42	-0.10	-0.21	47.56
-0.44	-0.09	-0.22	47.56
-0.45	-0.09	-0.22	47.56
-0.39	-0.10	-0.19	47.56
-0.36	-0.10	-0.17	47.56
-0.33	-0.11	-0.16	47.56
-0.32	-0.11	-0.15	47.56
-0.31	-0.11	-0.15	47.56
-0.30	-0.11	-0.14	47.56
-0.15	-0.02	-0.14	46.24
-0.05	0.04	-0.14	45.42
0.02	0.08	-0.14	44.91
0.06	0.10	-0.14	44.58
0.09	0.12	-0.14	44.38
0.22	0.23	-0.11	44.24
0.31	0.30	-0.09	44.16
0.36	0.35	-0.07	44.10
0.40	0.38	-0.07	44.06
0.43	0.40	-0.06	44.04
0.38	0.32	-0.05	44.02
0.34	0.27	-0.04	44.02
0.32	0.23	-0.04	44.01
0.31	0.21	-0.04	44.00
0.30	0.20	-0.04	44.00
0.30	0.19	-0.03	44.00
0.48	0.16	0.05	44.00
0.60	0.15	0.11	44.00
0.68	0.13	0.14	44.00
0.73	0.13	0.16	44.00
0.76	0.12	0.18	44.00
0.84	0.11	0.22	44.00
0.89	0.10	0.25	44.00
0.93	0.09	0.27	44.00
0.95	0.08	0.28	44.00
0.96	0.08	0.29	44.00
0.62	0.22	0.10	44.00
0.39	0.31	-0.02	44.00
0.24	0.37	-0.10	44.00
0.15	0.41	-0.16	44.00
0.09	0.43	-0.19	44.00
0.05	0.45	-0.21	44.00
0.07	0.33	-0.13	46.05
0.09	0.26	-0.07	47.43
0.10	0.21	-0.04	48.33
0.11	0.17	-0.01	48.93
0.12	0.15	0.00	49.32
0.14	0.03	0.03	49.58
0.15	-0.06	0.05	49.74
0.16	-0.11	0.07	49.85
0.16	-0.15	0.07	49.92
0.16	-0.17	0.08	49.97
0.21	-0.21	0.06	50.00
0.23	-0.24	0.05	50.02
0.25	-0.26	0.04	50.03
0.26	-0.27	0.03	50.04
0.27	-0.28	0.03	50.04
0.27	-0.29	0.03	50.05
0.19	-0.17	-0.13	50.05
0.13	-0.10	-0.23	50.05
0.10	-0.05	-0.30	50.05
0.07	-0.02	-0.34	50.05
0.06	0.00	-0.37	50.05
-0.06	0.00	-0.37	50.05
-0.14	0.00	-0.37	50.05
-0.19	0.00	-0.37	50.05
-0.22	0.00	-0.37	50.05
-0.24	0.00	-0.37	50.05
-0.32	-0.05	-0.28	50.05
-0.37	-0.09	-0.22	50.05
-0.40	-0.11	-0.19	50.05
-0.42	-0.13	-0.16	50.05
-0.43	-0.14	-0.15	50.05
-0.40	-0.22	-0.07	50.05
-0.37	-0.27	-0.03	50.05
-0.36	-0.30	0.00	50.05
-0.35	-0.32	0.02	50.05
-0.34	-0.33	0.04	50.05
-0.34	-0.34	0.05	50.05
-0.23	-0.34	0.06	49.72
-0.16	-0.34	0.07	49.50
-0.12	-0.34	0.08	49.36
-0.09	-0.34	0.09	49.26
-0.07	-0.35	0.09	49.20
-0.00	-0.28	0.06	49.16
0.04	-0.23	0.03	49.14
0.07	-0.20	0.02	49.12
0.09	-0.19	0.01	49.11
0.10	-0.17	0.01	49.10
0.07	-0.11	-0.05	49.10
0.05	-0.07	-0.08	49.09
0.04	-0.04	-0.10	49.09
0.04	-0.03	-0.11	49.09
0.03	-0.02	-0.12	49.09
0.03	-0.01	-0.13	49.09
-0.01	-0.01	-0.16	49.09
-0.04	-0.01	-0.18	49.09
-0.05	-0.01	-0.19	49.09
-0.06	-0.01	-0.20	49.09
-0.07	-0.01	-0.20	49.09
-0.05	-0.01	-0.21	49.09
-0.04	-0.02	-0.21	49.09
-0.03	-0.02	-0.21	49.09
-0.03	-0.02	-0.21	49.09
-0.03	-0.02	-0.22	49.09
0.03	-0.03	-0.20	49.09
0.06	-0.04	-0.19	49.09
0.08	-0.04	-0.19	49.09
0.10	-0.05	-0.18	49.09
0.11	-0.05	-0.18	49.09
0.11	-0.05	-0.18	49.09
0.17	-0.01	-0.19	50.89
0.20	0.02	-0.19	52.05
0.22	0.04	-0.19	52.79
0.24	0.05	-0.19	53.28
0.25	0.06	-0.19	53.59
0.26	0.31	-0.32	53.79
0.26	0.47	-0.41	53.92
0.27	0.58	-0.46	54.01
0.27	0.65	-0.50	54.07
0.27	0.69	-0.52	54.10
0.25	0.86	-0.55	54.12
0.24	0.96	-0.57	54.14
0.23	1.03	-0.58	54.15
0.23	1.08	-0.59	54.16
0.22	1.11	-0.59	54.16
0.22	1.13	-0.59	54.16
0.22	1.17	-0.58	54.17
0.22	1.20	-0.57	54.17
0.22	1.22	-0.56	54.17
0.22	1.23	-0.55	54.17
0.22	1.24	-0.55	54.17
0.22	1.14	-0.51	54.17
0.22	1.07	-0.49	54.17
0.22	1.03	-0.47	54.17
0.22	1.00	-0.46	54.17
0.22	0.98	-0.45	54.17
0.21	0.78	-0.46	54.17
0.20	0.64	-0.47	54.17
0.20	0.55	-0.47	54.17
0.20	0.49	-0.48	54.17
0.20	0.46	-0.48	54.17
0.20	0.43	-0.48	54.17
0.26	0.34	-0.46	57.54
0.29	0.27	-0.44	59.94
0.32	0.23	-0.43	61.60
0.33	0.21	-0.43	62.72
0.35	0.19	-0.42	63.47
0.54	0.17	-0.16	63.96
0.66	0.16	0.02	64.28
0.74	0.15	0.13	64.50
0.80	0.14	0.20	64.63
0.83	0.14	0.25	64.72
0.80	0.15	0.38	64.78
0.78	0.15	0.46	64.82
0.76	0.15	0.51	64.85
0.75	0.15	0.54	64.86
0.75	0.15	0.56	64.87
0.74	0.15	0.58	64.88
0.62	0.03	0.56	64.88
0.54	-0.05	0.55	64.89
0.49	-0.10	0.55	64.89
0.46	-0.13	0.54	64.89
0.44	-0.15	0.54	64.89
0.37	-0.18	0.51	64.89
0.32	-0.20	0.49	64.89
0.29	-0.21	0.48	64.89
0.27	-0.22	0.47	64.89
0.26	-0.23	0.46	64.89
0.28	-0.25	0.43	64.89
0.30	-0.27	0.41	64.89
0.31	-0.28	0.40	64.89
0.32	-0.28	0.39	64.89
0.32	-0.29	0.39	64.89
0.33	-0.29	0.38	64.89
0.37	-0.31	0.35	64.89
0.40	-0.32	0.33	64.89
0.42	-0.32	0.32	64.89
0.43	-0.33	0.31	64.89
0.44	-0.33	0.31	64.89
0.47	-0.31	0.31	62.05
0.49	-0.30	0.31	60.34
0.51	-0.30	0.32	59.30
0.52	-0.29	0.32	58.64
0.52	-0.29	0.32	58.22
0.49	-0.24	0.35	57.95
0.47	-0.20	0.37	57.78
0.46	-0.18	0.39	57.67
0.45	-0.16	0.39	57.60
0.44	-0.15	0.40	57.55
0.38	-0.07	0.42	57.52
0.34	-0.01	0.43	57.50
0.31	0.02	0.44	57.49
0.30	0.05	0.44	57.48
0.28	0.06	0.45	57.47
0.28	0.07	0.45	57.47
0.19	0.11	0.43	57.47
0.13	0.14	0.42	57.47
0.10	0.16	0.41	57.47
0.07	0.17	0.40	57.47
0.06	0.17	0.40	57.47
0.01	0.19	0.36	57.46
-0.03	0.20	0.33	57.46
-0.05	0.21	0.31	57.46
-0.07	0.21	0.30	57.46
-0.08	0.22	0.29	57.46
-0.09	0.17	0.23	57.46
-0.09	0.15	0.18	57.46
-0.09	0.13	0.16	57.46
-0.10	0.12	0.14	57.46
-0.10	0.11	0.13	57.46
-0.10	0.10	0.12	57.46
-0.08	0.06	0.08	55.59
-0.07	0.04	0.06	54.41
-0.06	0.02	0.05	53.66
-0.06	0.01	0.04	53.18
-0.05	0.01	0.03	52.87
-0.02	0.01	0.03	52.68
-0.01	0.01	0.02	52.55
0.01	0.01	0.02	52.46
0.01	0.01	0.02	52.41
0.02	0.01	0.02	52.37
-0.03	0.03	0.02	52.35
-0.05	0.05	0.02	52.34
-0.07	0.06	0.02	52.33
-0.09	0.07	0.02	52.32
-0.09	0.07	0.02	52.32
-0.10	0.07	0.02	52.31
-0.21	0.08	0.03	52.31
-0.28	0.09	0.03	52.31
-0.33	0.09	0.04	52.31
-0.36	0.09	0.04	52.31
-0.38	0.09	0.04	52.31
-0.47	0.08	0.02	52.31
-0.53	0.06	0.01	52.31
-0.57	0.06	-0.00	52.31
-0.60	0.05	-0.01	52.31
-0.61	0.05	-0.01	52.31
-0.73	0.01	-0.05	52.31
-0.80	-0.01	-0.07	52.31
-0.85	-0.03	-0.09	52.31
-0.88	-0.04	-0.10	52.31
-0.90	-0.05	-0.10	52.31
-0.91	-0.05	-0.11	52.31
-1.03	-0.10	-0.15	50.83
-1.11	-0.14	-0.18	49.84
-1.16	-0.16	-0.20	49.19
-1.19	-0.18	-0.21	48.77
-1.21	-0.18	-0.22	48.49
-1.21	-0.18	-0.18	48.31
-1.20	-0.18	-0.15	48.19
-1.20	-0.18	-0.14	48.11
-1.20	-0.18	-0.12	48.06
-1.20	-0.18	-0.12	48.03
-1.06	-0.17	-0.11	48.01
-0.97	-0.15	-0.11	48.00
-0.92	-0.14	-0.11	47.99
-0.88	-0.14	-0.11	47.98
-0.86	-0.14	-0.11	47.98
-0.84	-0.13	-0.11	47.98
-0.71	-0.11	-0.07	47.97
-0.63	-0.10	-0.05	47.97
-0.57	-0.09	-0.03	47.97
-0.54	-0.09	-0.02	47.97
-0.52	-0.08	-0.01	47.97
-0.45	-0.05	0.06	47.97
-0.41	-0.03	0.10	47.97
-0.38	-0.01	0.13	47.97
-0.36	-0.00	0.15	47.97
-0.35	0.00	0.17	47.97
-0.32	0.02	0.18	47.97
-0.29	0.03	0.18	47.97
-0.28	0.04	0.19	47.97
-0.27	0.04	0.19	47.97
-0.26	0.04	0.19	47.97
-0.26	0.05	0.19	47.97
-0.21	0.06	0.18	47.97
-0.18	0.06	0.17	47.97
-0.16	0.07	0.17	47.97
-0.15	0.07	0.16	47.97
-0.14	0.07	0.16	47.97
-0.10	0.08	0.14	47.97
-0.08	0.08	0.13	47.97
-0.06	0.08	0.12	47.97
-0.05	0.08	0.12	47.97
-0.05	0.08	0.11	47.97
-0.01	0.09	0.10	47.97
0.02	0.09	0.09	47.97
0.03	0.09	0.09	47.97
0.04	0.10	0.08	47.97
0.05	0.10	0.08	47.97
0.05	0.10	0.08	47.97
0.07	0.09	0.08	47.97
0.08	0.09	0.08	47.97
0.09	0.08	0.08	47.97
0.10	0.08	0.07	47.97
0.10	0.08	0.07	47.97
0.10	0.08	0.09	47.97
0.10	0.07	0.10	47.97
0.11	0.07	0.10	47.97
0.11	0.07	0.11	47.97
0.11	0.06	0.11	47.97
0.13	0.07	0.13	47.97
0.14	0.07	0.14	47.97
0.15	0.07	0.15	47.97
0.15	0.07	0.16	47.97
0.16	0.07	0.16	47.97
0.16	0.07	0.17	47.97
0.19	0.07	0.20	47.97
0.21	0.06	0.23	47.97
0.22	0.06	0.24	47.97
0.23	0.06	0.25	47.97
0.23	0.06	0.26	47.97
0.19	0.07	0.25	48.92
0.17	0.08	0.24	49.55
0.15	0.08	0.23	49.97
0.14	0.08	0.23	50.25
0.13	0.08	0.23	50.43
0.10	0.10	0.17	50.55
0.07	0.11	0.14	50.63
0.06	0.11	0.12	50.68
0.05	0.12	0.10	50.72
0.04	0.12	0.09	50.74
0.04	0.12	0.09	50.75
0.00	0.10	0.10	50.76
-0.02	0.09	0.10	50.77
-0.03	0.08	0.11	50.77
-0.04	0.08	0.11	50.77
-0.05	0.08	0.11	50.77
-0.06	0.09	0.11	50.78
-0.06	0.09	0.11	50.78
-0.07	0.10	0.11	50.78
-0.07	0.10	0.10	50.78
-0.07	0.10	0.10	50.78
-0.04	0.15	0.16	50.78
-0.02	0.19	0.20	50.78
-0.01	0.21	0.22	50.78
-0.00	0.22	0.24	50.78
0.00	0.23	0.25	50.78
0.01	0.24	0.25	50.78
0.02	0.26	0.33	50.78
0.03	0.27	0.38	50.78
0.04	0.28	0.41	50.78
0.04	0.29	0.43	50.78
0.05	0.29	0.45	50.78
0.04	0.29	0.41	49.21
0.04	0.28	0.39	48.22
0.04	0.28	0.38	47.59
0.04	0.28	0.37	47.19
0.04	0.28	0.37	46.93
0.02	0.22	0.29	46.77
0.00	0.18	0.23	46.66
-0.01	0.16	0.20	46.59
-0.02	0.14	0.18	46.54
-0.02	0.13	0.17	46.51
-0.02	0.12	0.16	46.49
-0.08	0.12	0.05	46.48
-0.12	0.12	-0.02	46.47
-0.14	0.11	-0.06	46.47
-0.16	0.11	-0.09	46.46
-0.17	0.11	-0.11	46.46
-0.20	0.10	-0.17	46.46
-0.22	0.09	-0.21	46.46
-0.23	0.09	-0.23	46.46
-0.24	0.09	-0.25	46.46
-0.25	0.09	-0.26	46.46
-0.25	0.08	-0.25	46.46
-0.25	0.08	-0.24	46.46
-0.25	0.08	-0.23	46.46
-0.25	0.08	-0.23	46.46
-0.25	0.08	-0.22	46.46
-0.19	0.08	-0.17	46.46
-0.16	0.07	-0.13	46.46
-0.14	0.07	-0.11	46.46
-0.12	0.07	-0.09	46.46
-0.11	0.07	-0.08	46.46
-0.11	0.07	-0.07	46.46
-0.04	0.06	-0.01	47.72
-0.00	0.05	0.02	48.56
0.02	0.05	0.05	49.12
0.04	0.04	0.06	49.48
0.05	0.04	0.07	49.72
0.10	0.02	0.12	49.88
0.13	0.01	0.15	49.98
0.16	0.01	0.17	50.04
0.17	0.00	0.18	50.09
0.18	-0.00	0.19	50.11
0.16	-0.01	0.18	50.13
0.14	-0.01	0.17	50.14
0.13	-0.02	0.17	50.15
0.13	-0.02	0.16	50.16
0.12	-0.02	0.16	50.16
0.12	-0.02	0.16	50.16
0.08	-0.02	0.11	50.16
0.05	-0.02	0.07	50.16
0.04	-0.02	0.05	50.16
0.02	-0.02	0.04	50.17
0.02	-0.02	0.03	50.17
-0.01	-0.02	-0.01	50.17
-0.03	-0.01	-0.04	50.17
-0.04	-0.01	-0.06	50.17
-0.05	-0.01	-0.07	50.17
-0.05	-0.01	-0.08	50.17
-0.08	-0.01	-0.11	50.17
-0.09	-0.01	-0.12	50.17
-0.11	-0.00	-0.14	50.17
-0.11	-0.00	-0.14	50.17
-0.12	-0.00	-0.15	50.17
-0.12	-0.00	-0.15	50.17
-0.09	-0.00	-0.11	48.51
-0.07	-0.00	-0.09	47.43
-0.05	-0.00	-0.07	46.73
-0.04	-0.00	-0.06	46.27
-0.04	-0.00	-0.05	45.97
-0.01	-0.01	-0.01	45.78
0.01	-0.01	0.02	45.65
0.03	-0.01	0.04	45.57
0.03	-0.02	0.05	45.52
0.04	-0.02	0.06	45.48
0.04	-0.02	0.06	45.46
0.04	-0.03	0.07	45.45
0.04	-0.03	0.07	45.44
0.04	-0.03	0.07	45.43
0.04	-0.03	0.07	45.43
0.04	-0.03	0.07	45.42
0.02	-0.03	0.05	45.42
0.01	-0.02	0.04	45.42
-0.00	-0.02	0.03	45.42
-0.01	-0.02	0.03	45.42
-0.01	-0.02	0.02	45.42
-0.03	-0.02	0.01	45.42
-0.04	-0.02	0.00	45.42
-0.05	-0.02	-0.00	45.42
-0.05	-0.02	-0.01	45.42
-0.05	-0.01	-0.01	45.42
-0.06	-0.01	-0.01	45.42
-0.06	-0.00	-0.01	45.42
-0.07	-0.00	-0.01	45.42
-0.07	-0.00	-0.01	45.42
-0.07	0.00	-0.01	45.42
-0.07	0.00	-0.01	45.42
-0.08	0.00	-0.01	45.42
-0.08	0.00	-0.02	45.42
-0.09	0.00	-0.02	45.42
-0.09	0.00	-0.02	45.42
-0.09	0.00	-0.02	45.42
-0.10	0.00	-0.03	45.79
-0.10	0.01	-0.04	46.03
-0.10	0.01	-0.05	46.18
-0.10	0.01	-0.05	46.28
-0.10	0.01	-0.05	46.34
-0.11	0.01	-0.06	46.38
-0.12	0.01	-0.07	46.41
-0.13	0.01	-0.07	46.43
-0.13	0.02	-0.08	46.44
-0.13	0.02	-0.08	46.44
-0.14	0.02	-0.08	46.45
-0.14	0.02	-0.08	46.45
-0.14	0.02	-0.09	46.45
-0.14	0.02	-0.09	46.45
-0.15	0.02	-0.09	46.46
-0.15	0.02	-0.09	46.46
-0.15	0.02	-0.09	46.46
-0.15	0.02	-0.09	46.46
-0.15	0.02	-0.09	46.46
-0.15	0.02	-0.09	46.46
-0.15	0.02	-0.09	46.46
-0.16	0.03	-0.09	46.46
-0.17	0.03	-0.10	46.46
-0.17	0.04	-0.10	46.46
-0.17	0.04	-0.10	46.46
-0.17	0.04	-0.10	46.46
-0.16	0.03	-0.10	46.46
-0.15	0.03	-0.09	46.46
-0.15	0.03	-0.09	46.46
-0.14	0.03	-0.08	46.46
-0.14	0.02	-0.08	46.46
-0.14	0.02	-0.08	46.46
-0.11	0.02	-0.07	48.50
-0.10	0.01	-0.06	49.92
-0.09	0.01	-0.06	50.88
-0.08	0.01	-0.06	51.52
-0.08	0.01	-0.06	51.94
-0.06	-0.00	-0.04	52.22
-0.04	-0.01	-0.03	52.40
-0.03	-0.01	-0.03	52.52
-0.03	-0.02	-0.02	52.60
-0.02	-0.02	-0.02	52.65
